"d05r0101","10","15","ワンリキー","15","イシツブテ","14","ピィ","14","ピィ","15","アサナン","15","ズバット","15","リリーン","15","リリーン","16","ワンリキー","14","ピィ","16","ワンリキー","14","ピィ","ワンリキー","イシツブテ","イシツブテ","ズバット","イシツブテ","ズバット","アサナン","ズバット","ワンリキー","ピィ","0","0","0","0","0","0","ワンリキー","ピィ","ワンリキー","ピィ","ワンリキー","ピィ","ワンリキー","ピィ","ワンリキー","ピィ","10","30","20","ズバット","40","20","ズバット","40","30","ゴルバット","40","30","ゴルバット","40","20","ゴルバット","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","40","30","ギャラドス","40","30","ナマズン","55","40","ギャラドス","50","20","ナマズン","50","20","ナマズン"
"d05r0102","10","38","ドータクン","36","ゴローン","37","ゴーリキー","36","ピッピ","37","チャーレム","37","ゴルバット","37","リリーン","38","リリーン","36","セイドー","37","ピッピ","36","セイドー","38","ピッピ","ドータクン","ゴローン","ゴーリキー","ピッピ","ゴーリキー","ピッピ","チャーレム","ゴルバット","セイドー","ピッピ","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","セイドー","ピッピ","セイドー","ピッピ","セイドー","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0103","10","38","ドータクン","36","ゴローン","37","ゴーリキー","36","ピッピ","37","チャーレム","37","ゴルバット","37","リリーン","38","リリーン","36","セイドー","37","ピッピ","36","セイドー","38","ピッピ","ドータクン","ゴローン","ゴーリキー","ピッピ","ゴーリキー","ピッピ","チャーレム","ゴルバット","セイドー","ピッピ","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","セイドー","ピッピ","セイドー","ピッピ","セイドー","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0104","30","38","ユキカブリ","40","ユキノオー","39","チャーレム","39","ゴーリキー","40","チャーレム","40","ゴーリキー","39","リリーン","40","リリーン","39","ドータクン","38","ピッピ","40","ドータクン","39","ピッピ","ユキカブリ","ユキノオー","チャーレム","ゴーリキー","ゴルバット","ヨルノズク","ドゴーム","ドゴーム","ドゴーム","ドゴーム","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ドータクン","ピッピ","ドータクン","ピッピ","ドータクン","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0105","30","38","ユキカブリ","40","ユキノオー","39","チャーレム","39","ゴーリキー","40","チャーレム","40","ゴーリキー","39","リリーン","40","リリーン","39","ドータクン","38","ピッピ","40","ドータクン","39","ピッピ","ユキカブリ","ユキノオー","チャーレム","ゴーリキー","ゴルバット","ヨルノズク","ドゴーム","ドゴーム","ドゴーム","ドゴーム","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ドータクン","ピッピ","ドータクン","ピッピ","ドータクン","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0106","10","40","ドータクン","38","ゴローン","39","ゴーリキー","38","ピッピ","39","チャーレム","39","ゴルバット","39","リリーン","40","リリーン","38","ドータクン","39","ピッピ","39","ドータクン","40","ピッピ","ドータクン","ゴローン","ゴーリキー","ピッピ","ゴーリキー","ピッピ","チャーレム","ゴルバット","ドータクン","ピッピ","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ドータクン","ピッピ","ドータクン","ピッピ","ドータクン","ピッピ","10","30","20","ズバット","40","20","ズバット","40","30","ゴルバット","40","30","ゴルバット","40","20","ゴルバット","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","40","30","ギャラドス","20","15","ミニリュウ","55","40","ギャラドス","35","15","ハクリュー","40","15","ハクリュー"
"d05r0107","15","40","ドータクン","38","ゴローン","39","ゴーリキー","38","ピッピ","39","チャーレム","39","ゴルバット","40","リリーン","40","チリーン","38","ドータクン","39","ピッピ","39","ドータクン","40","ピッピ","ドータクン","ゴローン","ゴーリキー","ピッピ","ゴーリキー","ピッピ","チャーレム","ゴルバット","ドータクン","ピッピ","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ドータクン","ピッピ","ドータクン","ピッピ","ドータクン","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0108","15","42","ドータクン","40","ゴローン","41","ゴーリキー","40","ピッピ","41","チャーレム","41","ゴルバット","41","チリーン","42","チリーン","40","ドータクン","41","ピッピ","41","ドータクン","42","ピッピ","ドータクン","ゴローン","ゴーリキー","ピッピ","ゴーリキー","ピッピ","チャーレム","ゴルバット","ドータクン","ピッピ","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ドータクン","ピッピ","ドータクン","ピッピ","ドータクン","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0109","15","42","ドータクン","40","ゴローン","41","ゴーリキー","40","ピッピ","41","チャーレム","41","ゴルバット","41","チリーン","42","チリーン","40","ドータクン","41","ピッピ","41","ドータクン","42","ピッピ","ドータクン","ゴローン","ゴーリキー","ピッピ","ゴーリキー","ピッピ","チャーレム","ゴルバット","ドータクン","ピッピ","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ドータクン","ピッピ","ドータクン","ピッピ","ドータクン","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0110","10","40","ゴローン","39","ゴローン","40","ゴーリキー","38","ピッピ","40","チャーレム","39","ゴルバット","38","リリーン","40","リリーン","40","ドータクン","39","ピッピ","39","ドータクン","40","ピッピ","ゴローン","ゴローン","ゴーリキー","ピッピ","ゴーリキー","ピッピ","チャーレム","ゴルバット","ドータクン","ピッピ","0","0","0","0","0","0","ソルロック","ソルロック","ルナトーン","ルナトーン","ドータクン","ピッピ","ドータクン","ピッピ","ドータクン","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0111","10","31","アサナン","31","ゴローン","30","ピッピ","32","ゴルバット","31","ゴーリキー","31","ゴルバット","30","リリーン","30","リリーン","32","アサナン","31","ピッピ","32","アサナン","32","ピッピ","アサナン","ゴローン","ピッピ","ゴルバット","ピッピ","ゴルバット","ゴーリキー","ゴルバット","アサナン","ピッピ","0","0","0","0","0","0","アサナン","ピッピ","アサナン","ピッピ","アサナン","ピッピ","アサナン","ピッピ","アサナン","ピッピ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0112","10","13","アサナン","13","イシツブテ","12","ピィ","12","ピィ","13","ワンリキー","13","ズバット","13","リリーン","13","リリーン","14","アサナン","12","ピィ","14","アサナン","12","ピィ","アサナン","イシツブテ","イシツブテ","ズバット","イシツブテ","ズバット","ワンリキー","ズバット","アサナン","ピィ","0","0","0","0","0","0","アサナン","ピィ","ピィ","ピィ","アサナン","ピィ","アサナン","ピィ","アサナン","ピィ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d05r0113","10","31","アサナン","31","ゴローン","30","ピッピ","32","ゴルバット","31","ゴーリキー","31","ゴルバット","30","リリーン","30","リリーン","32","アサナン","31","ピッピ","32","アサナン","32","ピッピ","アサナン","ゴローン","ピッピ","ゴルバット","ピッピ","ゴルバット","ゴーリキー","ゴルバット","アサナン","ピッピ","0","0","0","0","0","0","アサナン","ピッピ","アサナン","ピッピ","アサナン","ピッピ","アサナン","ピッピ","アサナン","ピッピ","10","30","20","ズバット","40","20","ズバット","40","30","ゴルバット","40","30","ゴルバット","40","20","ゴルバット","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","25","10","ドジョッチ","25","10","ドジョッチ","75","40","30","ギャラドス","40","30","ナマズン","55","40","ギャラドス","50","20","ナマズン","50","20","ナマズン"
"d06r0201","35","24","ウパー","25","ビーバル","24","スボミー","26","ムクドリ","25","マリル","25","ヌオー","26","マリル","26","ヌオー","26","コダック","24","コダック","26","ビーバー","24","ルリリ","ウパー","ビーバル","スボミー","ムクドリ","ホーホー","ヨルノズク","マリル","ヌオー","ビーバー","ルリリ","100","100","0","0","0","0","コダック","コダック","コダック","コダック","コダック","コダック","アーボック","アーボック","コダック","コダック","15","30","20","ウパー","30","20","マリル","40","20","ヌオー","40","20","コダック","40","20","コダック","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","30","15","ギャラドス","30","15","ギャラドス","75","55","30","ナマズン","20","15","キバニア","55","40","ギャラドス","30","15","キバニア","30","15","キバニア"
"d06r0202","35","24","ウパー","25","ビーバル","24","スボミー","26","ムクドリ","25","マリル","25","ヌオー","26","マリル","26","ヌオー","26","コダック","24","コダック","26","ビーバー","24","ルリリ","ウパー","ビーバル","スボミー","ムクドリ","ホーホー","ヨルノズク","マリル","ヌオー","ビーバー","ルリリ","100","100","0","0","0","0","コダック","コダック","コダック","コダック","コダック","コダック","アーボック","アーボック","コダック","コダック","15","30","20","ウパー","30","20","マリル","40","20","ヌオー","40","20","コダック","40","20","コダック","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","30","15","ギャラドス","30","15","ギャラドス","75","55","30","ナマズン","20","15","キバニア","55","40","ギャラドス","30","15","キバニア","30","15","キバニア"
"d06r0203","35","22","ウパー","23","ビーバル","22","スボミー","24","ムクドリ","23","マリル","23","ヌオー","24","マリル","24","ヌオー","24","コダック","22","コダック","24","ビーバー","22","ルリリ","ウパー","ビーバル","スボミー","ムクドリ","ホーホー","ホーホー","マリル","ヌオー","ビーバー","ルリリ","100","100","0","0","0","0","コダック","コダック","コダック","コダック","コダック","コダック","アーボック","アーボック","コダック","コダック","15","30","20","ウパー","30","20","マリル","40","20","ヌオー","40","20","コダック","40","20","コダック","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","30","15","ギャラドス","30","15","ギャラドス","75","55","30","ナマズン","20","15","キバニア","55","40","ギャラドス","30","15","キバニア","30","15","キバニア"
"d06r0204","35","22","ウパー","23","ビーバル","22","スボミー","24","ムクドリ","23","マリル","23","ヌオー","24","マリル","24","ヌオー","24","コダック","22","コダック","24","ビーバー","22","ルリリ","ウパー","ビーバル","スボミー","ムクドリ","ホーホー","ホーホー","マリル","ヌオー","ビーバー","ルリリ","100","100","0","0","0","0","コダック","コダック","コダック","コダック","コダック","コダック","アーボック","アーボック","コダック","コダック","15","30","20","ウパー","30","20","マリル","40","20","ヌオー","40","20","コダック","40","20","コダック","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","30","15","ギャラドス","30","15","ギャラドス","75","55","30","ナマズン","20","15","キバニア","55","40","ギャラドス","30","15","キバニア","30","15","キバニア"
"d06r0205","35","20","ウパー","21","ビーバル","20","スボミー","22","ムクドリ","21","マリル","21","ヌオー","22","マリル","22","ヌオー","22","ビーバー","20","ルリリ","22","ビーバー","20","ルリリ","ウパー","ビーバル","スボミー","ムクドリ","ホーホー","ホーホー","マリル","ヌオー","ビーバー","ルリリ","100","100","0","0","0","0","ビーバー","ルリリ","ビーバー","ルリリ","ビーバー","ルリリ","アーボック","アーボック","ビーバー","ルリリ","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d06r0206","35","20","ウパー","21","ビーバル","20","スボミー","22","ムクドリ","21","マリル","21","ヌオー","22","マリル","22","ヌオー","22","コダック","20","コダック","22","ビーバー","20","ルリリ","ウパー","ビーバル","スボミー","ムクドリ","ホーホー","ホーホー","マリル","ヌオー","ビーバー","ルリリ","100","100","0","0","0","0","コダック","コダック","コダック","コダック","コダック","コダック","アーボック","アーボック","コダック","コダック","15","30","20","ウパー","30","20","マリル","40","20","ヌオー","40","20","コダック","40","20","コダック","0","","","","","","","","","","","","","","","","25","6","4","コイキング","7","3","コイキング","10","5","コイキング","10","5","コイキング","10","5","コイキング","50","20","15","コイキング","20","15","ドジョッチ","25","10","コイキング","30","15","ギャラドス","30","15","ギャラドス","75","55","30","ナマズン","20","15","キバニア","55","40","ギャラドス","30","15","キバニア","30","15","キバニア"
"d07r0101","10","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","8","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0103","10","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0104","10","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0105","10","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","2","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0106","10","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0107","10","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","3","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0108","15","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0109","15","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0110","20","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"d07r0111","20","19","アンノーン","20","アンノーン","18","アンノーン","21","アンノーン","17","アンノーン","22","アンノーン","16","アンノーン","23","アンノーン","15","アンノーン","24","アンノーン","14","アンノーン","25","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","100","100","0","0","0","1","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","アンノーン","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
